input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12,input_13,input_14,input_15,input_16,input_17,input_18,input_19,decimal,divide_by_4,divide_by_6,divide_by_9
1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,680968,1,0,0
1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,675772,1,0,0
1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,913762,0,0,0
0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,450358,0,0,0
0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,235024,1,0,0
0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,129046,0,0,0
0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,277231,0,0,0
0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,310391,0,0,0
1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,871472,1,0,0
1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,737172,1,1,1
0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,505620,1,1,1
1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,708434,0,0,0
0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,25341,0,0,0
1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,925025,0,0,0
1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,906678,0,1,1
0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,216833,0,0,0
0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,191599,0,0,0
0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,231444,1,1,1
1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,548856,1,1,1
0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,392488,1,0,0
0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,386204,1,0,0
0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,273283,0,0,0
0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,57818,0,0,0
0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,443996,1,0,0
1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,888869,0,0,0
0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,398467,0,0,0
1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,607700,1,0,0
1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,670885,0,0,0
0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,433007,0,0,0
1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,858446,0,0,0
1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,826256,1,0,0
1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1024801,0,0,0
0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,169386,0,1,0
0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,212402,0,0,0
1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,755221,0,0,0
1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,952158,0,1,0
0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,518150,0,0,0
0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,263985,0,0,0
1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,900122,0,0,0
1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,811902,0,1,0
1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,938324,1,0,0
1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,606004,1,0,0
0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,381344,1,0,0
0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,42928,1,0,0
0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,441995,0,0,0
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,919568,1,0,0
1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,638238,0,1,0
1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,849029,0,0,0
1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,891350,0,0,0
0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,143542,0,0,0
1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,855558,0,1,1
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,301890,0,1,0
1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,887242,0,0,0
1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,761774,0,0,0
1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,820480,1,0,0
0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,261912,1,1,0
0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,426121,0,0,0
0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,230016,1,1,0
1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,580757,0,0,0
1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,946234,0,0,0
1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,744472,1,0,0
1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1005019,0,0,0
0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,268661,0,0,0
1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,682851,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,280681,0,0,0
1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,599158,0,0,0
0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,372647,0,0,0
1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,732178,0,0,0
1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,649251,0,0,1
0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,154414,0,0,0
0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,374675,0,0,0
0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,374316,1,1,0
1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,994945,0,0,0
0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,224742,0,1,0
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,41346,0,1,1
1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,663029,0,0,0
0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,308207,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,98530,0,0,0
1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,815548,1,0,0
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,534554,0,0,0
1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1011484,1,0,0
0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,453167,0,0,0
1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1036249,0,0,0
0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,471569,0,0,0
0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,210545,0,0,0
0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,341752,1,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,131601,0,0,0
0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,42733,0,0,0
0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,167176,1,0,0
1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,605422,0,0,0
0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,497234,0,0,0
1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,556250,0,0,0
0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,149500,1,0,0
0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,487750,0,0,0
1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,752394,0,1,0
0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,131956,1,0,0
1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,750988,1,0,0
0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,381556,1,0,0
0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,366762,0,1,0
0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,434858,0,0,0
1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,979783,0,0,0
0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,423888,1,1,0
1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,789921,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,629104,1,0,0
1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,643248,1,1,1
0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,79605,0,0,1
1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,776462,0,0,0
0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,40244,1,0,0
0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,456856,1,0,0
1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,801411,0,0,0
1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,859744,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,533674,0,0,0
0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,411675,0,0,0
1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,678372,1,1,0
0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,444832,1,0,0
1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,716512,1,0,0
1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,893198,0,0,0
0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,356024,1,0,0
1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,930202,0,0,0
1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1014679,0,0,0
0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,361106,0,0,0
1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,966241,0,0,0
1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,551386,0,0,0
0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,97175,0,0,0
0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,294862,0,0,0
0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,79244,1,0,0
1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,682708,1,0,0
0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,400386,0,1,0
0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,242562,0,1,0
1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,579591,0,0,1
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,200961,0,0,1
1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,904262,0,0,0
1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,649485,0,0,1
0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,236185,0,0,0
1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,903543,0,0,0
1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,667633,0,0,0
0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,85442,0,0,0
1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,653967,0,0,1
0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,211195,0,0,0
0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,275997,0,0,0
1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,953971,0,0,0
1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,753077,0,0,0
1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,621721,0,0,0
0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,20798,0,0,0
0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,513037,0,0,0
1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1045267,0,0,0
0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,32301,0,0,1
1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,619739,0,0,0
1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,857423,0,0,0
0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,511335,0,0,1
0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,103811,0,0,0
0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,515123,0,0,0
1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,732904,1,0,0
0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,134272,1,0,0
0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,457514,0,0,0
0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,261635,0,0,0
0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,64102,0,0,0
1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,664552,1,0,0
1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,907553,0,0,0
1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,818802,0,1,1
0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,252360,1,1,1
1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1034056,1,0,0
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,564611,0,0,0
1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,867049,0,0,0
0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,239636,1,0,0
0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,273792,1,1,0
0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,313104,1,1,0
0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,46403,0,0,0
0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,298817,0,0,0
1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,576190,0,0,0
1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,960532,1,0,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,281123,0,0,0
0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,289292,1,0,0
1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,539132,1,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,983159,0,0,0
1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,817093,0,0,0
1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,577714,0,0,0
1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,667895,0,0,0
1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,678259,0,0,0
0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,492169,0,0,0
0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,243819,0,0,1
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,10510,0,0,0
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,82572,1,1,0
1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,737240,1,0,0
1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,948476,1,0,0
0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,132014,0,0,0
1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,842584,1,0,0
0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,102201,0,0,0
0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,450218,0,0,0
1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,945701,0,0,0
0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,519113,0,0,0
0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,510414,0,1,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,528490,0,0,0
0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,447981,0,0,0
0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,285347,0,0,0
1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,570354,0,1,0
1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,903871,0,0,0
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,214069,0,0,0
0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,56240,1,0,0
0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,129919,0,0,0
1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,953354,0,0,0
0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,98083,0,0,0
0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,370389,0,0,0
1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,952466,0,0,0
0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,421577,0,0,0
0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,86910,0,1,0
1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,641389,0,0,0
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,592399,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,5045,0,0,0
1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,879047,0,0,0
1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,774733,0,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,938011,0,0,0
1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,875353,0,0,0
1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,771867,0,0,1
0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,271415,0,0,0
1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,746057,0,0,0
1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,560245,0,0,0
1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,968548,1,0,0
1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,668696,1,0,0
1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,791569,0,0,0
0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,137353,0,0,0
0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,502989,0,0,0
1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,609148,1,0,0
1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,572938,0,0,0
0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,104548,1,0,0
0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,179942,0,0,0
0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,88971,0,0,0
0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,243471,0,0,0
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,608257,0,0,0
0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,258932,1,0,0
0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,364524,1,1,0
1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,911436,1,1,0
1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,803896,1,0,0
1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,984795,0,0,0
1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,858223,0,0,0
0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,234850,0,0,0
1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,967317,0,0,0
1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,691691,0,0,0
1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,723490,0,0,0
0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,76280,1,0,0
0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,257326,0,0,0
1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,768867,0,0,0
1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,633080,1,0,0
0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,173099,0,0,0
0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,300907,0,0,0
1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,768652,1,0,0
0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,129992,1,0,0
1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,535593,0,0,0
1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,837045,0,0,1
0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,516306,0,1,0
0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,198037,0,0,0
1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,913993,0,0,0
1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,627463,0,0,0
1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,694372,1,0,0
0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,50635,0,0,0
0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,182553,0,0,0
0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,161784,1,1,1
1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,732551,0,0,0
1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1001706,0,1,0
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,722054,0,0,0
0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,473839,0,0,0
1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,732450,0,1,0
0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,46959,0,0,0
0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,408800,1,0,0
1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,771948,1,1,1
1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,838807,0,0,0
1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,586941,0,0,0
1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,838207,0,0,0
1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,705809,0,0,0
0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,457160,1,0,0
0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,367859,0,0,0
1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,922042,0,0,0
0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,432810,0,1,1
1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,798810,0,1,0
1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,999677,0,0,0
0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,440902,0,0,0
0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,507993,0,0,0
1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,695051,0,0,0
0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,518050,0,0,0
0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,470214,0,1,1
1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,896940,1,1,1
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1007386,0,0,0
0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,71759,0,0,0
